codigocena,cena,classe,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
221068,221/68,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874034668,2.0976766113,1.9228697693,0.6992216125,1.6606586731,0,0,0.611819458,0,0,0,0,0,0,0,0.5244158203,1.4858500977,1.1362408508,2.0976767883,1.39845448,1.39845448,1.39845448
221068,221/68,33,747.4161699872,922.5451605607,886.7279899284,890.9940541965,1219.2442246386,1533.6577180643,1070.6296181567,792.5015858105,743.5678484178,1057.6475348162,966.6067292103,1001.9462717791,1524.522564229,1054.1264407721,1246.2170451266,1205.7467041975,931.4807362627,1335.0204778832,1241.774491158,1620.3601585182,2508.2809735357,3837.5819264266,3643.6548239278,4958.0345993943,5525.643823713,6129.0636325026,7184.484983488,6448.1196883831,6934.1922584872,7289.8395536182,7750.6132146918,6857.5586517669,6619.3166968377,6619.3166968377,6619.3166968377
221069,221/69,3,731643.998666867,718490.119831089,716042.788846675,694570.808683007,713590.487231721,714123.930297124,689979.276110767,668358.937021274,651352.600418603,640050.853408929,612156.188847566,615861.479376179,608785.938331048,589390.196910105,604433.410828354,589335.579468907,600359.439554891,611618.561453392,600891.520970549,597516.972217337,595942.03950425,591985.98867575,593513.576337373,578470.671260706,571621.274587057,569842.156855837,571105.705372436,554025.672357408,545053.528259397,535138.19852987,530963.263305283,547028.842616202,527246.592583504,527246.592583504,527246.592583504
221069,221/69,4,1063892.23922746,1037211.85527503,1034420.46712173,1033386.18766304,1033385.581536,1022083.21671439,1020526.23656823,1013985.08673621,1013284.54890667,1022485.89197138,1023685.8942925,1033968.33245665,1027832.1856773,1025797.50670137,1039690.69859403,1031776.0707657,1045028.07459425,1041384.25585582,1033678.67417661,1019763.16239555,1026085.24289427,1025512.28051251,1028836.71370795,1012839.02334339,982248.761306789,984995.955744765,1006372.95977001,992378.4978527,972074.765446511,953821.335340563,964329.528671523,1017824.58758942,973824.840103132,973824.840103132,973824.840103132
221069,221/69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8681743774,2.8681743774,2.8681743774,2.8681743774,2.8681743774,2.8681743774
221069,221/69,12,541449.219215445,595290.38727062,615077.478835208,635387.832701732,625963.638510408,622618.331784964,589009.424966215,577702.569164288,573928.98886044,551580.210739135,553405.408742283,570101.2764226,570403.744199589,560458.47681001,547596.804422024,550588.14818268,497960.427757801,479269.229561218,499174.82322676,509872.068430433,503226.504320433,485744.025409499,488559.679005779,494832.200820456,495612.511495904,509783.84445505,513262.717030246,490632.248175205,473440.006620031,464826.725719133,444213.361142017,422057.850763245,447704.661587059,447704.661587059,447704.661587059
221069,221/69,15,265703.771918182,237032.825707333,227357.349284896,223322.309842924,227077.072039003,252206.331858667,307527.18700259,346579.661557902,370033.25056952,388054.311565728,405693.636875381,384783.522569717,403588.213206559,435323.021921273,418370.504726711,424764.114194446,453763.726264064,475579.181533139,474184.757210883,479707.841801005,482798.27622367,502222.118444722,499670.968080351,521787.023904784,560356.461591275,555583.405504673,533129.951305319,578712.107500279,621051.451138374,644585.037361768,663785.727438485,615875.108288527,642944.605795684,642944.605795684,642944.605795684
221069,221/69,19,27.6325661377,135.5242809143,67.3126225159,58.4195014526,90.2527143188,156.304002594,161.8457085632,115.9001778381,96.3279727966,140.4850215593,170.8405655351,486.9077074724,1192.9440129089,1598.7756928395,1585.4147427065,1346.5549509983,1116.0761218052,1368.458720809,1283.7907694382,1038.5242801076,895.2127733788,1065.9887054498,1197.0048440335,1143.216913953,911.118939139,528.7058455154,1153.3252513135,748.1321022545,1033.5215415856,7424.9041826393,7507.5223080744,9758.8875588214,9755.3053530047,9755.3053530047,9755.3053530047
221069,221/69,21,52693.7329629734,68287.8898289277,62404.077238492,68421.7155457883,55136.8097891607,43290.0871251751,48621.8017761298,49260.3010403193,46623.2687381272,52024.4408141952,61492.9818266511,50886.9384745785,43280.8259678584,43392.6655511806,43959.1492858376,57920.8286656117,57708.2217674608,39918.0340791554,39695.6971122137,39596.85687533,38595.5900159798,41793.5824335931,36960.8173061941,38634.7079230184,37922.3488999836,27976.6134528342,22831.4358913306,32560.624971816,34677.6481245683,40877.6184288338,34625.5975069974,35120.972713512,46120.6585797314,46120.6585797314,46120.6585797314
221069,221/69,24,1049.6707343567,1056.5909102783,1115.8285417236,969.7283493347,1072.8310799255,1067.208968988,1061.5488502014,1016.8313953247,992.3290075928,1029.6805237,1064.9994044617,952.9569353821,1064.8077386414,919.864853833,1140.500396344,1104.4557621826,1214.2942895996,1152.7122124878,1117.754867218,1109.2534516846,1029.7960442383,1150.9502175964,1188.0585690735,1062.1646386047,1157.7620163513,1294.5545708557,1221.3705651794,1264.0557147766,1117.2846020569,1167.9219018372,1277.1201767395,1259.0096135803,1164.7189013672,1164.7189013672,1164.7189013672
221069,221/69,27,67.5467355286,63.3663470459,60.4024851685,63.1799817868,61.8763242734,61.2794650452,62.8410181396,62.5634415248,60.3997800476,61.707126532,68.8510805969,68.0643719177,72.3385318359,73.8308189819,71.6445451599,68.0679640198,67.8048332886,73.0336638367,69.2029593994,71.2065097229,73.9105119934,72.9497800903,69.9005462585,69.9028483948,68.8515712219,69.5505601501,69.7312947632,72.6852810666,74.2605013062,83.3267093079,78.8767380005,77.5663876099,82.4497885986,82.4497885986,82.4497885986
221069,221/69,29,11675.9011055396,11697.2631941235,11695.4447346508,11687.3941254004,11673.1369863135,11663.6562705664,11704.3553869056,11670.4170755592,11680.6051255286,11667.7320050331,11731.0325789113,11717.2727813222,11693.2691346798,11773.5380359358,11747.7668352698,11711.541267706,11710.3755364556,11694.4863616436,11678.59536566,11649.2779128524,11628.7538190773,11680.5236350379,11654.5918775916,11659.2013308448,11675.1787095127,11703.3112815554,11655.5113292485,11727.6703957338,11736.7138956089,11733.7504930088,11666.8943514833,11670.5128691383,11734.8241930648,11734.8241930648,11734.8241930648
221069,221/69,30,0,0,0,19.0072659058,0,0,0,0,37.9244583801,0.61027453,0,5.4053828979,5.8413337708,119.7134204834,18.1354295959,8.8927682922,3.0514423157,2.441181012,6.2772139771,15.0828507324,30.6044480225,11.5953870117,34.1783545471,39.5835664185,1.8309449646,8.8060350281,85.2722283813,141.163453833,210.2157923889,152.2363362305,161.6523590759,116.0513340027,290.0847778687,290.0847778687,290.0847778687
221069,221/69,33,9765.6859812477,8703.5764683399,9728.2494026613,10082.8154533755,9917.7129026354,10699.0526262859,9314.8817259576,9217.1315034714,9879.1552760383,10873.4756629834,8499.564899811,9137.2426350386,10049.2909795517,9121.8083977561,9355.3693077264,9345.1451231856,9037.9069517773,15909.0044911768,16188.3052409617,17629.1523889501,17663.4685583327,16729.3959124024,16283.9104845428,17431.702563036,16393.2990514164,16182.4948073242,17081.4190754286,15706.5413085606,17500.0031917255,18155.4759360183,19356.9869415401,17177.1412051121,17097.7892762032,17097.7892762032,17097.7892762032
221070,221/70,3,725650.352558259,721271.076416176,712696.04889724,705013.613501956,738149.85590511,735158.579637033,709706.555172853,717982.418810384,719083.810679374,707418.369458813,617564.64179305,607220.483739494,604572.462088799,589046.785935616,571822.260587561,599452.574477232,568341.382865724,578071.443205822,563533.388002703,551339.301942998,537986.541704936,526806.626517638,535556.837957539,546430.059094094,542257.469262653,538272.153046668,529791.105765277,539423.002584898,532152.114884086,537430.786484117,538427.797276857,549436.915066606,565753.29611824,565753.29611824,565753.29611824
221070,221/70,4,884078.153416683,860224.845803583,879870.480163956,883698.249818902,859604.939519091,807235.233922468,804198.782625849,807322.163225758,818599.159619343,838849.501251077,814365.999965254,818555.951502627,829076.902354807,781683.048655305,726523.147513598,787825.60593858,762283.829541229,770623.717919239,774217.107303239,782654.415909715,776058.263108809,751354.819909079,758053.320196006,760115.553367577,745924.037982029,740301.738459993,731327.347458258,758624.884131704,741240.027754518,748692.628351054,738623.000015208,738073.434171072,732811.496838976,732811.496838976,732811.496838976
221070,221/70,9,0,0,606.9206117676,603.1957614685,638.7917061462,127.5945964966,193.6940550851,110.5200515451,152.4711807375,175.641684484,227.3695359227,441.6062127128,384.9902342333,466.566336861,621.7408146803,302.4076215978,259.7253937768,164.9609459106,92.1061619751,120.9026793457,118.6636594421,151.4252677185,177.2434879639,450.5888912964,1243.2555103455,1352.9888788879,1663.7808746338,2322.7583169006,3064.2762841663,3633.7871002174,3887.321235868,4015.7684306739,4047.4669276527,4047.4669276527,4047.4669276527
221070,221/70,12,530196.679544217,588138.416790866,634803.731131211,605665.217152974,573861.734456464,577890.73123324,562936.805205593,532914.161839114,517928.018127559,514365.203366112,543548.940468001,566143.526386156,540392.524370084,589657.174238499,612413.47484614,531634.33101241,535771.474245541,543021.931992801,549731.985780267,571985.49670726,593121.871413997,595192.020109744,585740.063693363,587347.387433276,589360.824453543,597884.997521349,639804.557755962,590204.709094072,581142.545286087,549923.143132143,557218.517683721,529723.251623083,510355.090577697,510355.090577697,510355.090577697
221070,221/70,15,292485.842751049,272373.756290441,277561.533953121,283749.205272157,295953.976816751,319229.588364914,361211.773448093,385149.006193499,420383.217708371,446488.854431446,486091.077261616,517666.666058565,513840.478622344,513913.830475,551181.87020708,552903.111216594,571491.147283102,569858.327456984,566816.201012401,541263.64099809,539851.293758766,560378.079526719,553372.528997933,546448.791673353,528567.958167213,515327.857530567,479377.561919602,474062.530617033,496862.651818095,513263.584572493,521796.1395834,539196.942664248,527115.221415914,527115.221415914,527115.221415914
221070,221/70,19,11288.2943411039,11929.0801506831,20604.5601880193,19716.3946906772,28024.9300581023,30855.2842897331,35046.7083224924,36352.2792011135,37742.772390058,37014.4489215976,35673.3048435666,33253.6364891556,33773.7235609569,33431.3612354681,33024.9285632539,33716.3117449227,38946.5116454414,44162.8748566601,44250.6656792121,48531.2351970143,61455.686723159,67793.0470504786,77163.7022909448,82006.5117439755,84945.1617129768,86956.159341387,88247.0448632342,85486.0106302276,92287.5463501433,138513.984022456,138917.492722506,146255.217383726,146240.907941062,146240.907941062,146240.907941062
221070,221/70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.9689716736,321.1618206604,312.9727611389,192.5944808777,5.2754522644,91.845529541,192.693821582,299.8959321533,195.9308794556,196.0274772339,196.0274772339,196.0274772339
221070,221/70,21,205025.497727629,195656.901837278,122109.277364547,149610.554013207,152907.91828291,178136.091085439,176342.291816782,169364.190341174,134552.854793788,103310.035794904,152386.799529026,106263.345751164,106316.914469995,110989.259853161,123651.819317672,110400.92410878,142086.861268415,114293.10164589,120322.548520868,117768.97974096,102895.085505214,109515.109767713,99602.2653989774,90886.8138995447,118107.210049361,127924.344580341,134571.652605533,155271.988565886,165214.893580075,121888.107098955,117014.060251771,115290.185922136,138871.421670162,138871.421670162,138871.421670162
221070,221/70,24,479.172019696,497.043204303,575.6949454224,490.6608081909,632.5811556335,511.7546044128,565.7915773682,559.5489551453,621.8288852051,485.8321550659,624.9134058472,795.967587207,706.4842841125,736.1160511963,542.7990672729,710.8943037842,803.4727258057,802.0937455933,656.1010272522,727.7892829895,660.5008093567,721.6936913147,741.6324804443,740.5985876404,780.4217593994,835.7940122986,843.9848536255,904.3989130859,760.5611247436,835.6956695923,879.7832398376,844.6308964905,921.8063167541,921.8063167541,921.8063167541
221070,221/70,27,76.2234415344,72.9220297791,71.3671936096,77.0050974426,72.8451025879,77.3486282288,77.4535455322,82.4656810303,81.516726825,73.627820282,91.9922833252,90.0948008362,85.1470480591,87.2267365845,92.1813659973,81.8178745968,90.5742446102,87.494399231,88.1882974487,88.4626593506,85.5032580322,87.399162146,90.6856728699,84.6179676575,83.5761192078,85.9987274353,79.4275996094,86.6119109619,97.9758624268,93.717143811,95.7142077332,95.4501884705,102.8702643734,102.8702643734,102.8702643734
221070,221/70,29,5809.7693302236,5836.8647926504,5831.3073967153,5831.2208310903,5829.1370130117,5834.8665311391,5835.3870286672,5852.5823154531,5835.7375624013,5838.2542639944,5843.6396053213,5852.3231217702,5833.4773405508,5848.0710179128,5847.5518356008,5821.323882958,5809.7736031118,5817.2408063161,5816.979496105,5801.2627085317,5782.9372376821,5802.1303618337,5800.7376729299,5803.8638115347,5789.0158334646,5806.8174920217,5793.3559754385,5807.0770877615,5821.4936463491,5818.2793410085,5810.4642855825,5820.453864739,5835.2147646719,5835.2147646719,5835.2147646719
221070,221/70,30,0.8658671082,0.8663668335,1.0402410828,4.5045156433,1.9926050537,26.6964907227,27.5630274292,2.5136667725,1.9928408569,0.9525518494,10.3125860718,13.2599651489,13.8467205771,18.3695046387,28.9421536255,49.2255177246,41.6014463928,35.0990178711,2.771331665,47.7283863403,24.77013479,39.0630509705,44.3012065405,48.0701936157,11.5085126892,32.2057315613,41.6320059772,71.82125354,74.8484602417,133.2917832275,20.4458419861,100.9679504395,161.1026782489,161.1026782489,161.1026782489
221070,221/70,33,6095.6819265762,5184.759241492,6454.5708373645,6726.711460361,5507.8303031735,6102.7635402806,5043.7270983896,5494.6826431525,6203.1524095682,7165.8112244347,4757.5416471144,4889.6713092307,26189.5818295361,35308.7228838249,35435.816651603,38288.0052249002,35260.178660959,34248.2469317881,35658.4903109512,40857.3167114974,43145.4156099289,43345.1185087628,44843.2138686197,40679.7072888904,43794.931740564,46092.5048404842,49452.4867661121,48915.4643657746,42375.7523436192,40766.8344034292,38195.9006474695,32137.3838829415,28774.6099331494,28774.6099331494,28774.6099331494
221071,221/71,3,435248.864750614,451372.167394233,469145.388835011,455787.103502255,466699.618501091,480047.814084288,423460.679757296,426263.660099824,434543.480353769,449237.722323432,428497.974347225,433379.061016167,408202.884769323,404401.171254787,380999.56190283,385893.184849513,380042.758870966,396183.261239321,384330.501444442,376561.875656592,369714.228980251,356584.899239511,369754.12205086,371096.883743547,354980.665957391,358543.046281274,362033.339138571,386710.602754506,368553.669338188,372640.616874373,369720.04413806,381943.430853366,392778.515764639,392778.515764639,392778.515764639
221071,221/71,4,586453.351770658,571229.571350756,595313.202623636,562963.3847528,585736.466965525,574242.663696123,557558.885440866,594089.073744195,545694.135239128,543165.414642678,522372.212463092,532519.918266126,543087.791609522,535408.212485825,505967.620014689,524664.465470541,500840.280836181,518862.500999265,508424.721084636,508296.425937674,495753.967977493,485197.212778457,487214.575470794,478846.88719929,469856.987089551,466705.217935988,474885.686893368,496648.781893521,500235.480381041,482437.355574174,462563.172144608,501845.647546683,488530.696971186,488530.696971186,488530.696971186
221071,221/71,9,35.2367929293,125.411477438,1148.8958865755,1028.2882891701,1834.4849372841,2186.4775453163,2790.0508652687,3653.55024911,4589.1562181911,3588.8783034972,3116.3276281206,3784.549892827,2460.6616026303,1747.2233810809,2411.4464409284,1143.2683089643,152.7453202497,41.9847897219,55.2140549929,57.6596856183,181.4962823957,585.8806298555,1577.921148115,2708.688716981,3895.8332686746,5360.4605440199,8410.2833411942,11699.379185579,14504.3693233312,14036.8435482574,15471.1200305557,16422.1952147842,17147.3231210595,17147.3231210595,17147.3231210595
221071,221/71,12,613330.547934766,620793.45650853,648318.142917575,617931.039411468,597636.673123644,601894.698429061,589924.370236975,558725.685326635,542557.137109549,536076.275770131,554012.888891614,575862.566638595,562689.162004713,545822.623807307,554336.526651921,508089.046616166,502407.244367519,484180.297882164,483187.256978169,478102.589806365,473629.441992541,480065.50968281,474740.356202392,469071.969347046,488192.144461738,500084.757320366,535572.471773219,492790.696497827,504950.392801144,497257.230378558,489873.844265234,466448.457124464,455590.293508807,455590.293508807,455590.293508807
221071,221/71,15,566393.988908959,553601.480235787,536002.130904874,536427.523036266,526123.56815966,539093.287101689,585175.583774731,614281.72545689,665797.387664296,663325.746775499,667386.384077179,662833.967632637,662458.554455729,686036.822630565,741890.518049088,760070.63238306,767470.19377839,761913.251727453,738963.966237537,717960.270929705,711212.270807807,713753.298176266,705370.850784809,705293.694028733,669094.741935009,649279.969512167,600740.527726318,571245.177890504,572769.851861629,574631.408664435,572403.712631384,557184.033929208,554632.886092109,554632.886092109,554632.886092109
221071,221/71,19,96174.9682066093,98800.2795406765,126060.206314965,130224.905412145,157643.539803946,167130.943976952,174829.533992935,174998.629354863,178788.343930116,179965.135848325,181282.858638199,185838.193772678,191693.191534906,194731.821760768,194563.231217958,211698.930355482,228248.41222364,258035.790012801,259894.563759583,287953.161450282,330937.264056716,343235.235310708,364787.223320063,374682.968129675,381289.338556958,387320.345391972,395377.304573931,416230.399861106,422424.694777511,485127.419752868,487797.547465765,489245.64164817,489194.069659327,489194.069659327,489194.069659327
221071,221/71,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5942124207,5.5942124207,1.4676788757,3.2815856323,5.5263411987,3.540689447,1.3814654541,1.3814654541,1.3814654541
221071,221/71,21,301605.770756357,303602.599727843,221522.331326137,292396.423992396,258660.547416214,229596.456481282,261070.506202495,220344.223560537,219834.798703833,215088.744102127,234783.533954874,198069.345094916,215756.083587888,221354.561244476,211621.716856221,194343.534291246,202963.670216121,161241.479398679,203637.5435889,206782.720475869,186426.841874237,181577.873997634,153505.342069633,156104.319180112,188949.980482461,190340.933780884,178021.981680735,176186.400176853,169453.175587624,122020.100614566,151036.40583323,137685.524990414,155358.884636889,155358.884636889,155358.884636889
221071,221/71,24,34611.4744359918,34407.4876119715,36634.6826863617,36516.4887384985,39261.7351624905,38914.8012155549,38820.8020336776,40828.122101136,41381.1480379439,42217.8622747821,40956.7663315462,40583.9169282436,47007.7894689413,44565.7219992233,42023.1862462816,45958.8378797634,49779.4253629382,51053.6837757297,52054.458246988,48539.398742489,46965.2096697057,49510.087640369,53268.5984326802,51814.885617958,51790.9419743295,50468.5177451808,52470.0344159689,56265.0375893614,53992.1062528403,58667.9704202794,58056.3331198937,56977.7368550531,54770.5398308452,54770.5398308452,54770.5398308452
221071,221/71,27,57.9922553589,58.4253880432,57.227129657,54.6393696045,57.820298999,59.9624017785,58.0801609985,61.4372191956,65.907988031,66.401177926,69.2516679345,68.2343707397,62.478123584,67.4664408508,71.6805604194,67.3778798889,75.7265446777,72.7143131165,70.7264856042,70.9999929565,73.1415721069,76.1576352722,73.0594211792,73.2343525208,74.0902952698,74.5164999353,69.3617483215,64.3703415222,69.2791522095,70.9956248596,71.1699724243,76.4209338623,77.7111003296,77.7111003296,77.7111003296
221071,221/71,30,47.6568485474,56.7033395447,50.8410241211,97.802477002,57.2193350525,61.2634852722,37.9956391357,40.8427950134,55.8344108582,61.5314699524,46.4472604797,62.1403785278,116.5085273639,108.1588439819,214.5649228882,155.8068975281,122.6294435242,157.8738229797,124.5247332214,143.836485022,130.9970809204,127.6325425903,143.4830318542,160.801244696,127.6164460144,194.8177688232,214.7187808472,178.7819107361,222.2919282654,187.8043477173,159.7102630615,179.4404563171,195.8244720459,195.8244720459,195.8244720459
221071,221/71,33,8682.3257197095,8594.5958056973,8389.1287315856,9214.5793988945,8930.5046765831,9413.8099631929,8915.6902761131,9355.2284730751,9334.8487247636,9848.465692122,10117.5331202225,9640.2843890279,9107.0726958541,8398.3945315876,8542.1255172482,10557.0934483264,10539.0914162524,10899.3404192493,11898.7017663984,18173.2392179092,27617.3180862958,31928.3907470014,32206.6464480962,32787.8468198987,34389.8379130694,34269.5955998517,34840.8740955692,34616.9560665517,35465.3992978313,35561.1509947669,35483.5921750808,34630.108138719,34364.0517578083,34364.0517578083,34364.0517578083
221072,221/72,3,514758.216499646,542033.173936543,576443.540442584,557865.157654695,565011.514871297,560374.568984395,535627.549127893,498774.286517447,479300.123229292,489831.748324185,471751.196642908,497649.888469293,444983.489111476,439165.175151705,424918.29035929,416194.035778871,411478.148779093,412874.511597554,402366.311605754,396426.467517151,393672.388381909,388558.844565268,397190.745035525,399449.710190972,374724.1647438,373348.906858525,382399.533139177,398373.803429067,385614.676576402,386850.854507855,373460.455070878,385777.916611708,393752.625517498,393752.625517498,393752.625517498
221072,221/72,4,501356.578869107,486344.415222297,508308.398256401,523395.285486213,505526.501393386,484542.206336488,482848.308833828,515841.239175115,475319.855344742,467776.716658611,440417.827842237,447010.335503052,449307.458794842,429570.144693945,421319.392627039,418907.302841072,406036.418465219,412188.391193546,400295.013576303,391068.743450821,376340.228632442,372357.260495997,375427.4916655,362397.749840816,374971.978188565,340684.534021484,342849.414455876,342355.247780422,342418.469459013,332319.505048188,312698.41619069,318956.367156108,321966.433412308,321966.433412308,321966.433412308
221072,221/72,9,1330.0546631026,1447.5175718615,2382.6066538387,2179.4167784092,2235.5153338898,2245.4455182014,2459.0588204418,3163.1407785701,2839.9458999304,3153.3568049347,3446.9651084677,4978.5658272436,5565.576074515,5357.2642466731,5346.8753584726,5623.665450379,5440.9538524217,5059.1140262351,5840.217386104,6224.9866227444,7051.9973342515,8764.3459220252,10814.8168006941,11574.1299933321,13309.7960088058,15711.6958468364,16934.3700866068,23028.6830453375,25350.2990665605,24787.2172997975,26726.6961965758,27434.7640047296,27982.6489602839,27982.6489602839,27982.6489602839
221072,221/72,12,226460.489824256,234605.065005551,255059.504495034,252579.596491443,245934.723642192,228345.730413135,204527.446230405,217617.439117495,209042.192418023,210099.633838378,209511.435490751,201684.114580449,201066.279836368,205365.802458316,214438.161920927,211208.998337683,209784.601935565,201740.785574854,195355.502911161,185506.686450132,183363.877480829,182448.042642593,184997.931289389,182394.111918058,198819.378936762,194651.768030241,197217.495837004,171837.927685858,171421.474939004,162669.091853006,166926.605592653,149225.031650889,143123.228386023,143123.228386023,143123.228386023
221072,221/72,15,1072248.08770386,1002443.35591251,953920.563834541,938907.160591422,906796.812480868,956192.37406176,1035361.22424676,1055113.80143174,1107483.27092219,1114181.8197119,1107410.93705949,1103564.23301797,1107822.23954856,1106956.6678079,1129534.43998892,1126658.19170971,1100784.01786107,1078443.10608327,1056423.95404643,1052304.99782451,1052002.49375368,1054531.05734165,1044322.96042863,1051372.18871851,1024243.66422083,1000234.12435214,972592.050327047,941711.989923169,919647.55792558,905379.29118956,905867.640141758,890019.957656168,883743.07982008,883743.07982008,883743.07982008
221072,221/72,19,64581.2799752104,75558.1749002296,82053.2415070145,93313.126097222,117100.015522259,125420.836096806,134888.728504796,138271.90246966,153249.100685795,160285.040841846,175300.323518744,194917.93142885,213316.232674665,220844.312669885,233583.634465807,247924.718979338,291263.616341639,333625.081348144,359370.119223766,387161.059505586,435159.477959436,447448.250057961,453975.546573705,455234.532229892,453468.859413164,458279.93884425,472457.019079496,519503.426683184,539081.908099299,595155.865504735,598638.56564919,616239.932511118,625208.76787492,625208.76787492,625208.76787492
221072,221/72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.08863396,31.1997671692,2.816611438,45.2333695374,878.3955979786,1429.8543458988,2554.1367958377,2689.7417000686,2491.1572296692,2860.7962472856,3280.2609204352,4168.6932367385,3925.2964457279,3925.2964457279,3925.2964457279
221072,221/72,21,231827.687618533,270055.056973731,234606.380398727,243325.715405179,269674.950423481,254556.50403197,215693.645688829,183028.791565299,183646.081727289,166285.550095736,204087.643673914,161774.463680703,184547.233664021,201136.156722285,178335.151718693,178928.552692009,180657.990704509,160135.957237992,184202.457950528,183784.321671679,156920.234346713,149599.186720411,134937.272802231,137616.929020648,158384.025660004,203802.447866785,192082.068055677,180999.079078161,195882.035793006,171328.500324374,194797.290193639,193239.044474183,185179.767559464,185179.767559464,185179.767559464
221072,221/72,24,4725.728471412,4434.4367278562,3859.8612435477,4631.2073160325,4137.1225333098,4461.154924099,4730.4829993714,4205.8655588871,5062.8001798093,4446.45293309,4210.2918858196,4923.7247031837,5485.9158444942,5382.3051847207,5196.1385938081,6070.0467693461,5932.4546735476,6665.3172390021,6605.260831005,7047.3478192406,5545.4838451003,6154.8292309462,7193.9464748457,6792.4717748175,7238.3479015606,7008.0112306955,7512.8044082863,7869.7170597408,7913.2926523961,8697.0300346664,8989.6497443724,8516.7364736165,9419.7894664478,9419.7894664478,9419.7894664478
221072,221/72,25,64.5418138489,109.2417589844,106.6906591431,119.0535221873,78.3062776063,51.4236442322,64.1729597841,80.8807602112,93.9715375185,43.1418103212,82.5848000916,132.8743851259,127.6468444651,152.9142371765,16.0535239511,162.644609138,104.4434800844,100.4915351389,437.2364277849,106.7801615862,81.5893144724,156.3901729372,236.2903333018,136.3345621165,106.4017173891,159.3234670664,189.3800829356,88.5219612489,136.8745312203,168.5447421884,152.0414574464,83.6749438234,128.8824854982,128.8824854982,128.8824854982
221072,221/72,27,94.2388356847,91.3187521021,89.5316256129,89.3646925807,90.3903226649,93.0971161769,97.2146780299,94.3482942322,95.2944397339,101.6215144897,98.9809471191,90.5654911132,91.8010911194,86.062836438,91.9680589905,89.1418278198,95.1199407227,86.1915116698,89.7268675964,91.6931815918,92.3953706665,89.1457957153,93.3214195007,92.1442278748,99.9716406433,90.6106005371,92.8204989136,91.6857881702,92.1377982605,91.7909957764,94.2682470764,95.7177062744,91.4593920837,91.4593920837,91.4593920837
221072,221/72,30,54.2773912903,10.8892906982,7.6898734365,35.2267249146,46.6377205688,17.8715447693,9.6976138245,14.2076634888,31.8282672241,31.5062870178,21.3955541077,38.9787481628,32.8768623718,54.4583784363,157.1206885254,100.7280949707,88.3641393066,141.3867318542,101.3614423767,152.8969239441,125.8413290161,77.2741052734,163.5584012878,143.6720080751,59.7340315918,100.4226294312,102.8406774963,254.7855394348,268.1237890015,278.7950717346,176.3529080322,294.9275888718,262.1254831482,262.1254831482,262.1254831482
221072,221/72,33,5092.1670218458,5460.7026354501,5755.339697963,6153.0379275516,5960.8581663413,6292.1360158212,6285.8189838579,6387.4453556793,6428.8840363059,6356.759867315,6253.766164166,5827.6728526713,10246.5983409491,8522.0843003865,9656.1213834432,10725.3215975556,10927.2185147025,11533.0146086017,11506.1864190201,12717.3675588179,12207.2523053545,12377.5218699003,13236.6508517964,15344.1408331889,16288.6306267431,27091.7105939388,35609.4152435047,33788.7390140112,32275.3408284436,32006.0658686952,30785.1063751139,28540.5846736298,27809.2438843555,27809.2438843555,27809.2438843555
221073,221/73,3,354764.745845317,352062.313629327,340396.848666619,330763.009613324,352838.803657431,346812.326191415,323384.664370822,326275.197432666,318357.608071015,327424.093718532,305524.778339901,294411.939651532,296743.273270872,288494.707314107,289493.373222861,299860.442723708,299658.967475818,289726.321962674,291954.199525947,298151.0450096,301813.058290523,300549.79107288,310059.662034714,316699.586739412,310636.95732547,305275.251076776,315924.535336065,324315.467529066,321169.196458778,333703.081379372,324939.469466304,326052.056672951,341833.797978441,341833.797978441,341833.797978441
221073,221/73,4,290925.436466689,253038.046095537,252906.265181196,257521.79579612,225815.028020107,227527.918217899,229028.254342716,241604.645982135,246012.882183259,242688.427501019,248530.235249443,261259.840694482,248366.827961507,248935.120052181,226366.053754454,219475.821754634,213069.950332635,219552.86549939,210363.702840226,204645.076255034,195251.791569694,193361.491529181,190002.57062755,187902.711937977,180313.381182163,179525.985125716,176248.632341368,173823.589082311,161397.066671543,158580.929327632,157907.258620905,160454.868290504,149307.634516276,149307.634516276,149307.634516276
221073,221/73,9,29515.1222499241,30232.0667210662,32679.1302347948,32176.748295832,31835.2974883631,31391.8892646877,31542.1955698477,31327.0786237542,32668.7705352068,34235.067831681,33841.7980273166,33595.7635942263,32508.4418939217,31980.2798047282,32171.5666386019,31390.0220779049,30951.7287265171,31668.6101300907,32521.3337806141,34194.3136694809,34885.2077002242,36849.9669066549,43830.8415715472,48737.0191099549,52688.6278726833,56583.962196986,57209.0260673405,61957.753241226,65216.2748311301,66181.595482118,68083.9407083242,69433.7971360695,70062.3709743935,70062.3709743935,70062.3709743935
